#1.2													
20812	12												
Name	Description	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Polyp_1	Polyp_2	Polyp_3	Polyp_4	Polyp_5	Polyp_6
C1orf105	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1orf106	na	-0.30381365	1.330458243	3.539538414	4.65461466	1.1129204	2.008205883	4.529720016	3.033326004	5.595078451	2.609115148	2.36284934	4.584953314
C1orf109	na	4.34004254	3.652386338	3.829045031	4.65461466	4.572352018	3.593168384	4.660964549	4.618288505	4.671699732	5.547714604	3.947811841	4.148854199
C1orf110	na	2.018114445	2.915420743	5.124500914	3.069652159	1.1129204	3.593168384	2.944757515	3.82979261	3.273150356	4.194077649	4.237318458	2.383319453
C1orf111	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1orf112	na	3.396626068	2.915420743	3.829045031	3.069652159	3.920275322	2.008205883	4.660964549	4.142950495	3.514158455	1.024152648	3.585241762	3.761831076
C1orf114	na	3.155617969	2.915420743	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	2.621073659	1.024152648	0.77788684	1.646353859
C1orf115	na	2.503541272	9.62047709	0.369613412	3.069652159	1.849885994	2.008205883	2.944757515	2.872861332	3.720609333	3.83150757	0.77788684	2.86874628
C1orf116	na	-0.30381365	2.915420743	3.176968334	3.069652159	-0.472042101	2.008205883	1.722365094	2.244830109	3.273150356	3.346080743	0.77788684	1.646353859
C1orf122	na	2.018114445	2.915420743	4.617540926	3.069652159	2.335312821	2.008205883	3.837842311	2.872861332	2.621073659	1.024152648	3.099814934	4.919372353
C1orf123	na	6.684871037	5.030897961	6.202503426	3.069652159	6.157314519	3.593168384	6.613136024	6.779751927	5.646608751	4.483584266	6.392596684	6.504334854
SPRTN	na	4.554167345	4.789889861	5.227594407	3.069652159	4.954222654	3.593168384	2.944757515	2.872861332	3.901181578	4.483584266	3.947811841	3.968281954
C1orf126	na	1.281148851	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	1.722365094	1.955323492	2.135646832	1.024152648	3.585241762	0.061391358
C1orf127	na	-0.30381365	2.915420743	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1orf129	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	1.398681238	1.024152648	0.77788684	0.061391358
NCMAP	na	1.281148851	2.915420743	3.176968334	3.069652159	4.051519855	2.008205883	1.722365094	2.485838209	1.398681238	3.346080743	0.77788684	4.148854199
C1orf131	na	3.396626068	3.652386338	4.617540926	3.069652159	5.717782458	2.008205883	4.044293189	3.540285993	4.671699732	5.272080161	4.237318458	3.968281954
SERTAD4-AS1	na	6.105577286	4.137813165	4.617540926	3.069652159	6.348136861	4.330133978	5.62925569	5.355254099	2.983643738	5.111615489	5.301448796	6.251215917
AUNIP	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	1.646353859
C1orf140	na	-0.30381365	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	1.592753413	-0.186281263	1.024152648	0.77788684	0.061391358
C1orf141	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	1.592753413	-0.186281263	1.024152648	0.77788684	0.061391358
SZRD1	na	6.036036353	6.188439238	6.042038754	3.069652159	7.027803786	5.915096479	6.477252596	8.030951197	6.847141739	7.327933396	6.135438844	7.740871458
C1orf146	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
GCSAML	na	5.053738355	4.137813165	2.691541507	3.069652159	-0.472042101	5.708645601	0.137402593	2.692289086	-0.186281263	1.024152648	0.77788684	3.761831076
C1orf158	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	1.107326585	-0.186281263	1.024152648	0.77788684	2.383319453
C1orf159	na	1.281148851	2.915420743	3.176968334	3.069652159	-0.472042101	2.008205883	3.837842311	3.994851856	3.273150356	2.609115148	0.77788684	4.81627886
C1orf162	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	4.330133978	1.722365094	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1orf168	na	2.018114445	2.915420743	3.176968334	3.069652159	3.775885412	2.008205883	2.944757515	4.211663245	5.595078451	4.931043243	0.77788684	1.646353859
C1orf170	na	-0.30381365	1.330458243	0.369613412	3.069652159	1.1129204	4.815560805	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1orf172	na	-0.30381365	1.330458243	2.691541507	3.069652159	1.1129204	2.008205883	1.722365094	1.107326585	-0.186281263	1.024152648	0.77788684	2.383319453
C1orf173	na	2.503541272	4.789889861	4.893175368	3.069652159	3.920275322	2.008205883	2.459330688	4.762678414	2.983643738	5.547714604	0.77788684	1.646353859
C1orf174	na	4.825469367	5.722775665	5.124500914	3.069652159	3.61542074	2.008205883	4.529720016	4.66804154	5.099120956	3.83150757	3.099814934	4.919372353
C1orf177	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	0.061391358
TSACC	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1orf185	na	-0.30381365	1.330458243	1.954575913	3.069652159	1.1129204	2.008205883	0.137402593	-1.214601509	1.398681238	1.024152648	0.77788684	0.061391358
C1orf186	na	-0.30381365	2.915420743	0.369613412	3.069652159	-0.472042101	2.008205883	1.722365094	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
DRAXIN	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	4.330133978	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	2.383319453
C1orf189	na	-0.30381365	2.915420743	3.829045031	3.069652159	1.1129204	2.008205883	0.137402593	2.872861332	2.135646832	1.024152648	0.77788684	3.231316359
LURAP1	na	3.783649191	4.500383244	2.691541507	3.069652159	2.987389518	2.008205883	4.660964549	5.818821492	4.06164625	4.931043243	4.237318458	6.127480548
C1orf192	na	3.396626068	1.330458243	5.924202264	3.069652159	2.6978829	4.330133978	2.944757515	5.014217181	4.20603616	5.668008837	3.099814934	3.968281954
C1orf194	na	4.088503773	1.330458243	4.457076253	3.069652159	3.775885412	2.008205883	2.944757515	5.443609973	3.514158455	3.83150757	3.099814934	4.584953314
C1orf198	na	7.027103228	7.438982699	4.07005313	3.069652159	6.296142224	2.008205883	5.865323048	6.733765722	6.732581974	5.111615489	5.025814353	6.401241361
C1orf200	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
STPG1	na	3.603076946	4.137813165	4.457076253	3.069652159	4.051519855	2.008205883	4.529720016	3.033326004	3.273150356	3.83150757	3.585241762	2.383319453
C1orf21	na	7.31823817	6.188439238	6.478137869	3.069652159	7.577806448	3.593168384	6.287149713	6.116315369	6.188758168	6.578741499	6.392596684	6.211138478
C1orf210	na	1.281148851	3.652386338	4.276504008	3.069652159	3.61542074	3.593168384	2.944757515	3.914681507	3.901181578	2.609115148	3.099814934	4.148854199
C1orf220	na	2.018114445	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	1.955323492	-0.186281263	1.024152648	2.36284934	0.061391358
C1orf226	na	2.503541272	4.500383244	3.539538414	3.069652159	1.1129204	2.008205883	3.307327595	5.579814357	3.720609333	4.724592366	4.478326558	5.190674375
C1orf227	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1orf228	na	-0.30381365	1.330458243	1.954575913	3.069652159	1.1129204	2.008205883	3.307327595	4.339987342	1.398681238	3.346080743	3.099814934	4.705247548
C1orf229	na	2.503541272	2.915420743	4.617540926	4.65461466	2.987389518	5.915096479	0.137402593	-1.214601509	-0.186281263	2.609115148	0.77788684	0.061391358
C1orf27	na	5.188039447	2.915420743	4.07005313	3.069652159	6.766362638	3.593168384	5.091598904	3.540285993	3.901181578	4.931043243	3.099814934	4.309318871
COA6	na	3.396626068	2.915420743	2.691541507	3.069652159	2.6978829	2.008205883	1.722365094	-1.214601509	2.135646832	2.609115148	2.36284934	1.646353859
C1orf35	na	-0.30381365	2.915420743	3.539538414	3.069652159	2.6978829	3.593168384	2.459330688	4.618288505	1.398681238	2.609115148	3.947811841	3.968281954
THEMIS2	na	1.281148851	2.915420743	3.539538414	3.069652159	3.775885412	2.008205883	4.044293189	4.66804154	-0.186281263	2.609115148	3.099814934	1.646353859
C1orf43	na	7.079890643	7.002883585	7.645737817	3.069652159	6.561380901	3.593168384	6.851648111	5.904339563	7.450343358	7.738398165	6.610776854	6.855807224
TEX35	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1orf50	na	3.603076946	4.500383244	4.893175368	4.65461466	3.920275322	2.008205883	3.837842311	3.82979261	3.273150356	3.83150757	4.865349681	4.309318871
C1orf51	na	2.866111352	4.137813165	5.124500914	3.069652159	3.228397617	2.008205883	4.044293189	1.107326585	4.20603616	4.194077649	3.947811841	3.231316359
C1orf52	na	4.451073852	5.030897961	5.795878167	3.069652159	3.920275322	2.008205883	4.660964549	4.66804154	4.671699732	6.752073102	5.170204262	1.646353859
C1orf53	na	2.018114445	1.330458243	2.691541507	3.069652159	1.1129204	2.008205883	2.944757515	-1.214601509	1.398681238	1.024152648	0.77788684	0.061391358
C1orf54	na	7.114038865	2.915420743	0.369613412	3.069652159	5.019810995	2.008205883	4.660964549	5.014217181	-0.186281263	4.483584266	5.635867835	4.148854199
SDE2	na	5.122451105	8.150637205	6.150973126	3.069652159	5.550325712	2.008205883	5.752112437	6.02380323	5.595078451	6.233606013	5.025814353	5.676101202
C1orf56	na	2.503541272	1.330458243	2.691541507	3.069652159	-0.472042101	2.008205883	2.944757515	3.177715913	1.398681238	2.609115148	2.36284934	3.761831076
C1orf61	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1orf63	na	4.088503773	2.915420743	6.969526254	3.069652159	4.954222654	3.593168384	5.26668561	4.893922947	6.117499485	4.194077649	4.478326558	3.520822977
C1orf64	na	2.866111352	2.915420743	3.176968334	3.069652159	2.335312821	2.008205883	2.459330688	-1.214601509	-0.186281263	1.024152648	0.77788684	1.646353859
C1orf65	na	2.866111352	2.915420743	1.954575913	3.069652159	-0.472042101	4.815560805	0.137402593	1.107326585	-0.186281263	1.024152648	0.77788684	1.646353859
C1orf68	na	4.74058047	2.915420743	3.176968334	4.65461466	1.1129204	7.736126338	0.137402593	2.485838209	-0.186281263	1.024152648	3.585241762	3.520822977
C1orf74	na	1.281148851	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	-1.214601509	2.621073659	1.024152648	0.77788684	2.86874628
C1orf85	na	3.396626068	5.237348838	5.013469602	3.069652159	3.61542074	2.008205883	4.529720016	5.052185031	4.858112856	3.83150757	2.36284934	4.81627886
C1orf86	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1orf87	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	1.107326585	3.901181578	4.931043243	0.77788684	2.86874628
PIFO	na	3.396626068	1.330458243	7.335397697	3.069652159	4.282845401	2.008205883	3.837842311	5.160437922	4.767915047	4.483584266	3.585241762	3.231316359
SUCO	na	7.417285539	6.085345745	6.30035075	5.877007081	8.695376045	2.008205883	7.12608728	6.57330105	6.802403424	5.547714604	8.340129264	6.6613042
C1orf94	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1orf95	na	-0.30381365	2.915420743	0.369613412	6.529083778	1.1129204	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	1.646353859
CCSAP	na	5.718554163	4.789889861	5.013469602	3.069652159	8.015797933	3.593168384	5.091598904	7.190539954	3.720609333	3.346080743	7.00670553	7.116673794
C1orf98	na	3.396626068	1.330458243	0.369613412	4.65461466	1.1129204	4.330133978	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	1.646353859
C1QA	na	5.188039447	5.974314432	1.954575913	3.069652159	4.885509904	4.330133978	5.752112437	6.151720705	1.398681238	5.978348958	5.025814353	6.747891885
C1QB	na	6.516365313	5.722775665	4.276504008	4.65461466	5.90299733	2.008205883	4.781258783	5.324557302	4.20603616	6.233606013	4.865349681	5.7338167
C1QBP	na	6.20398099	6.188439238	7.08385893	5.391580254	6.822578648	4.815560805	6.645197234	5.526865477	6.383574345	4.724592366	6.392596684	5.676101202
C1QC	na	4.088503773	4.500383244	0.369613412	3.069652159	2.987389518	2.008205883	6.203491784	4.851487681	1.398681238	5.111615489	0.77788684	4.705247548
C1QL1	na	-0.30381365	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	1.722365094	1.592753413	1.398681238	1.024152648	0.77788684	0.061391358
C1QL2	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1QL3	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1QL4	na	-0.30381365	1.330458243	0.369613412	4.65461466	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	0.061391358
C1QTNF1	na	-0.30381365	2.915420743	1.954575913	3.069652159	-0.472042101	2.008205883	1.722365094	2.485838209	1.398681238	1.024152648	2.36284934	1.646353859
C1QTNF2	na	-0.30381365	1.330458243	1.954575913	3.069652159	1.849885994	2.008205883	1.722365094	3.033326004	2.135646832	3.346080743	2.36284934	2.86874628
C1QTNF3	na	6.516365313	4.500383244	4.07005313	3.069652159	6.322373765	2.008205883	6.159770406	6.151720705	3.901181578	4.724592366	6.063289058	5.553244454
C1QTNF6	na	-0.30381365	1.330458243	0.369613412	3.069652159	2.335312821	2.008205883	0.137402593	3.82979261	2.621073659	3.346080743	2.36284934	0.061391358
C1QTNF7	na	4.088503773	2.915420743	0.369613412	3.069652159	1.1129204	2.008205883	2.459330688	-1.214601509	2.983643738	3.83150757	0.77788684	2.383319453
C1QTNF8	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C1QTNF9	na	3.783649191	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	1.107326585	-0.186281263	1.024152648	0.77788684	1.646353859
C1R	na	7.044914504	6.885047094	5.795878167	3.069652159	6.493742184	3.593168384	7.503724808	8.145148051	6.802403424	7.918970411	6.332475691	6.802858344
C1RL	na	3.603076946	2.915420743	5.655015631	3.069652159	3.775885412	2.008205883	4.660964549	4.851487681	4.671699732	3.83150757	0.77788684	5.015587668
C1S	na	7.690539787	6.539911608	6.519360532	3.069652159	5.831738647	2.008205883	8.143027143	7.190539954	6.684083457	7.943015885	6.450312181	6.88157032
GID8	na	1.281148851	1.330458243	0.369613412	3.069652159	3.434848495	2.008205883	2.459330688	1.592753413	3.273150356	3.83150757	0.77788684	2.86874628
C20orf111	na	6.541676401	6.374852362	5.655015631	3.069652159	6.583240334	2.008205883	5.494954598	5.443609973	4.767915047	5.668008837	6.708624177	5.789311813
C20orf112	na	4.74058047	5.030897961	4.07005313	3.069652159	3.434848495	6.866186878	4.892290096	6.970273833	5.099120956	4.194077649	5.170204262	6.504334854
C20orf118	na	-0.30381365	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	1.592753413	-0.186281263	1.024152648	0.77788684	0.061391358
OCSTAMP	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	1.722365094	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C20orf132	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	2.621073659	1.024152648	0.77788684	0.061391358
C20orf141	na	-0.30381365	3.652386338	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	2.36284934	0.061391358
C20orf144	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C20orf151	na	4.088503773	2.915420743	4.07005313	3.069652159	3.920275322	5.178130885	0.137402593	3.643379486	2.983643738	3.346080743	4.478326558	4.309318871
C20orf152	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	0.061391358
C20orf160	na	3.155617969	1.330458243	3.829045031	3.069652159	2.335312821	2.008205883	3.596834212	3.42925468	2.135646832	1.024152648	0.77788684	0.061391358
C20orf166	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C20orf173	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	3.593168384	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	0.061391358
FAM217B	na	5.925005041	5.030897961	3.539538414	3.069652159	7.34173909	4.815560805	4.044293189	5.818821492	4.457574927	5.272080161	6.332475691	5.487656113
C20orf194	na	4.74058047	3.652386338	3.829045031	3.069652159	4.657240916	2.008205883	4.892290096	5.774083177	4.457574927	5.668008837	4.237318458	5.61598021
C20orf195	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C20orf196	na	2.503541272	4.137813165	2.691541507	3.069652159	1.1129204	2.008205883	3.307327595	2.244830109	2.135646832	2.609115148	2.36284934	2.383319453
C20orf197	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	1.398681238	1.024152648	0.77788684	0.061391358
MRGBP	na	3.944113864	2.915420743	3.829045031	3.069652159	3.920275322	3.593168384	4.892290096	4.339987342	1.398681238	5.41647007	5.025814353	3.231316359
C20orf201	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C20orf202	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C20orf203	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	1.592753413	-0.186281263	2.609115148	0.77788684	2.86874628
C20orf26	na	1.281148851	2.915420743	0.369613412	4.65461466	-0.472042101	4.815560805	0.137402593	1.955323492	-0.186281263	2.609115148	0.77788684	0.061391358
C20orf27	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
AP5S1	na	-0.30381365	2.915420743	3.829045031	3.069652159	1.1129204	2.008205883	2.944757515	4.400108335	3.273150356	3.346080743	4.865349681	4.584953314
APMAP	na	4.088503773	4.500383244	5.013469602	3.069652159	3.920275322	3.593168384	5.62925569	5.883430573	5.879807927	4.194077649	2.36284934	5.789311813
TMEM230	na	3.155617969	7.480205362	3.539538414	3.069652159	1.1129204	2.008205883	4.892290096	3.914681507	4.568606239	2.609115148	0.77788684	3.231316359
AAR2	na	4.905639716	4.500383244	4.893175368	3.069652159	3.228397617	3.593168384	5.422804812	6.478885448	6.256662233	5.547714604	4.684777435	6.211138478
RTFDC1	na	5.718554163	5.722775665	5.984323256	3.069652159	5.717782458	4.330133978	5.346855959	6.377855528	5.368307589	5.547714604	4.865349681	6.211138478
SLC52A3	na	-0.30381365	2.915420743	3.539538414	3.069652159	1.849885994	2.008205883	2.459330688	4.66804154	3.514158455	2.609115148	0.77788684	3.231316359
NDUFAF5	na	2.018114445	1.330458243	0.369613412	3.069652159	2.335312821	2.008205883	1.722365094	1.107326585	-0.186281263	1.024152648	0.77788684	1.646353859
C20orf72	na	4.554167345	3.652386338	4.457076253	3.069652159	6.583240334	2.008205883	4.224865435	3.177715913	2.983643738	2.609115148	4.237318458	2.383319453
SCP2D1	na	4.650382661	3.652386338	2.691541507	3.069652159	2.335312821	8.637562503	2.459330688	1.107326585	-0.186281263	3.346080743	0.77788684	3.520822977
C20orf85	na	1.281148851	5.237348838	6.097533867	3.069652159	2.335312821	2.008205883	5.181796713	5.553582815	5.171270742	5.41647007	4.478326558	5.61598021
C20orf94	na	6.382686877	6.615860462	5.227594407	3.069652159	6.214458426	3.593168384	6.020045643	5.052185031	5.646608751	4.724592366	6.755166763	5.270844724
C20orf96	na	3.155617969	4.500383244	4.457076253	3.069652159	1.849885994	2.008205883	4.385330107	5.014217181	3.273150356	5.272080161	5.73208315	4.584953314
C21orf128	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C21orf15	na	3.155617969	2.915420743	1.954575913	3.069652159	1.849885994	2.008205883	3.596834212	4.142950495	1.398681238	1.024152648	0.77788684	2.383319453
C21orf2	na	-0.30381365	1.330458243	2.691541507	3.069652159	1.849885994	2.008205883	1.722365094	0.370360991	-0.186281263	3.346080743	0.77788684	2.86874628
C21orf33	na	5.053738355	7.002883585	5.414007531	3.069652159	4.657240916	2.008205883	4.660964549	5.324557302	5.368307589	4.194077649	3.947811841	5.944034407
C21orf54	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C21orf56	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C21orf58	na	1.281148851	1.330458243	4.893175368	3.069652159	-0.472042101	4.330133978	0.137402593	2.244830109	3.273150356	3.346080743	2.36284934	3.520822977
C21orf59	na	6.139129846	6.188439238	5.579066778	3.069652159	7.276150749	4.815560805	5.865323048	6.56018555	4.06164625	5.668008837	6.392596684	6.829575683
C21orf62	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
FAM176C	na	3.396626068	2.915420743	4.457076253	3.069652159	2.987389518	3.593168384	3.837842311	5.324557302	4.568606239	4.483584266	4.865349681	5.270844724
C21orf67	na	2.018114445	2.915420743	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	1.646353859
C21orf7	na	4.554167345	1.330458243	0.369613412	3.069652159	3.61542074	4.330133978	4.224865435	1.592753413	2.983643738	4.724592366	5.73208315	2.383319453
C21orf91	na	6.20398099	5.237348838	6.346893336	3.069652159	7.555863896	4.815560805	5.422804812	4.93514561	6.003543296	6.233606013	7.00670553	6.169915815
C22orf13	na	3.155617969	5.237348838	5.414007531	3.069652159	2.335312821	4.330133978	4.781258783	6.061522896	5.646608751	5.668008837	4.865349681	5.7338167
C22orf15	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	1.592753413	1.398681238	1.024152648	0.77788684	0.061391358
C22orf23	na	3.396626068	1.330458243	3.829045031	3.069652159	-0.472042101	3.593168384	2.944757515	1.955323492	-0.186281263	1.024152648	0.77788684	0.061391358
C22orf24	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	4.330133978	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C22orf25	na	2.866111352	1.330458243	3.829045031	3.069652159	1.849885994	2.008205883	0.137402593	2.244830109	-0.186281263	2.609115148	0.77788684	3.231316359
C22orf28	na	6.684871037	6.539911608	7.94704224	3.069652159	6.035752539	3.593168384	6.327227152	7.305034743	6.256662233	6.309554866	6.392596684	7.138206955
C22orf29	na	-0.30381365	1.330458243	5.013469602	3.069652159	-0.472042101	2.008205883	3.307327595	3.643379486	4.568606239	3.346080743	0.77788684	1.646353859
C22orf31	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C22orf32	na	4.825469367	6.085345745	5.227594407	3.069652159	5.867807902	2.008205883	5.26668561	5.499644008	5.368307589	4.724592366	4.684777435	6.504334854
TEX33	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C22orf34	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	1.398681238	1.024152648	0.77788684	0.061391358
C22orf39	na	2.018114445	1.330458243	3.176968334	3.069652159	-0.472042101	4.330133978	1.722365094	0.370360991	-0.186281263	1.024152648	2.36284934	3.520822977
CDPF1	na	2.503541272	1.330458243	3.539538414	3.069652159	5.360847913	2.008205883	0.137402593	1.592753413	3.901181578	1.024152648	0.77788684	3.231316359
C22orf42	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	0.061391358
C22orf43	na	-0.30381365	2.915420743	2.691541507	3.069652159	-0.472042101	2.008205883	2.944757515	3.177715913	2.135646832	1.024152648	0.77788684	0.061391358
ADORA2A-AS1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C22orf46	na	1.281148851	2.915420743	0.369613412	3.069652159	1.1129204	3.593168384	0.137402593	2.872861332	-0.186281263	1.024152648	3.099814934	3.968281954
C2CD2	na	2.503541272	4.137813165	4.276504008	3.069652159	1.1129204	4.815560805	2.944757515	5.228341986	5.099120956	3.346080743	3.585241762	3.968281954
C2CD2L	na	1.281148851	4.500383244	1.954575913	3.069652159	4.572352018	4.815560805	3.307327595	3.308960447	2.983643738	2.609115148	0.77788684	3.231316359
C2CD3	na	3.783649191	6.822311339	3.539538414	5.391580254	3.775885412	2.008205883	5.26668561	5.089179239	4.20603616	4.931043243	3.099814934	3.231316359
C2CD4A	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	2.244830109	-0.186281263	2.609115148	0.77788684	1.646353859
C2CD4B	na	-0.30381365	1.330458243	1.954575913	3.069652159	-0.472042101	3.593168384	3.307327595	4.762678414	1.398681238	3.346080743	0.77788684	2.383319453
C2CD4C	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C2CD4D	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
