#1.2													
20812	12												
Name	Description	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Polyp_1	Polyp_2	Polyp_3	Polyp_4	Polyp_5	Polyp_6
TFAP4	na	-0.30381365	3.652386338	5.579066778	6.239577161	3.61542074	3.593168384	5.181796713	4.513318945	3.273150356	4.194077649	0.77788684	2.86874628
TFB1M	na	-0.30381365	1.330458243	4.276504008	3.069652159	3.920275322	2.008205883	1.722365094	4.142950495	3.901181578	1.024152648	3.585241762	0.061391358
TFB2M	na	5.762275541	4.789889861	5.414007531	3.069652159	5.831738647	2.008205883	2.944757515	4.400108335	4.671699732	5.882133643	3.947811841	3.968281954
TFCP2	na	6.541676401	5.030897961	4.07005313	3.069652159	7.302744959	2.008205883	4.529720016	5.089179239	4.20603616	4.483584266	6.204151594	5.894281372
TFCP2L1	na	1.281148851	5.237348838	6.519360532	3.069652159	5.200383241	4.330133978	6.327227152	7.730842327	7.917006545	5.547714604	6.063289058	8.236317041
TFDP1	na	5.368611692	5.722775665	6.709463415	5.877007081	3.434848495	4.815560805	6.020045643	5.862214088	5.486144079	5.668008837	3.099814934	5.7338167
TFDP2	na	5.886010909	5.030897961	5.013469602	3.069652159	7.262667519	3.593168384	5.563667348	5.414755111	5.696361786	6.309554866	6.269739936	4.705247548
TFDP3	na	4.74058047	1.330458243	0.369613412	4.65461466	-0.472042101	5.915096479	0.137402593	2.692289086	-0.186281263	1.024152648	0.77788684	3.761831076
TFE3	na	5.529076364	5.578385756	4.893175368	4.65461466	4.051519855	5.178130885	6.404189134	7.047493336	5.428428581	6.068546767	3.585241762	5.992128696
TFEB	na	2.018114445	1.330458243	3.539538414	3.069652159	2.6978829	2.008205883	0.137402593	5.089179239	4.20603616	4.724592366	5.532774342	3.520822977
TFEC	na	2.866111352	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	2.944757515	-1.214601509	-0.186281263	1.024152648	0.77788684	1.646353859
TFF1	na	2.503541272	4.137813165	5.924202264	3.069652159	-0.472042101	2.008205883	0.137402593	2.692289086	3.273150356	5.272080161	2.36284934	2.383319453
TFF2	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	2.983643738	1.024152648	0.77788684	0.061391358
TFF3	na	6.437653337	7.869617054	7.312127917	4.65461466	7.533582448	5.467637502	7.759454413	7.765538068	5.595078451	7.765619634	7.546071164	9.54319079
TFG	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	2.459330688	0.370360991	2.983643738	1.024152648	0.77788684	0.061391358
TFIP11	na	3.155617969	2.915420743	3.539538414	3.069652159	1.1129204	2.008205883	2.944757515	3.033326004	4.568606239	3.83150757	0.77788684	2.86874628
TFPI	na	8.893403043	5.974314432	5.227594407	3.069652159	7.249057088	5.467637502	6.404189134	5.924949843	6.413631579	5.668008837	5.301448796	5.487656113
TFPI2	na	-0.30381365	3.652386338	3.539538414	3.069652159	2.335312821	2.008205883	2.944757515	2.244830109	3.901181578	2.609115148	2.36284934	1.646353859
TFPT	na	2.503541272	1.330458243	1.954575913	3.069652159	1.1129204	2.008205883	3.837842311	4.339987342	2.621073659	2.609115148	4.478326558	3.968281954
TFR2	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TFRC	na	4.650382661	6.284654553	6.812556908	5.391580254	6.242203417	5.467637502	6.477252596	5.160437922	6.256662233	5.272080161	5.73208315	5.015587668
TG	na	-0.30381365	2.915420743	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	1.592753413	3.514158455	2.609115148	2.36284934	0.061391358
TGDS	na	4.554167345	4.137813165	3.539538414	3.069652159	5.082546751	2.008205883	5.26668561	1.107326585	2.621073659	2.609115148	2.36284934	2.383319453
TGFA	na	-0.30381365	1.330458243	3.539538414	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	3.720609333	3.83150757	0.77788684	2.86874628
TGFB1	na	5.122451105	5.237348838	5.498896429	4.65461466	5.019810995	2.008205883	5.494954598	7.489302064	6.824945992	6.381704652	6.755166763	6.290210049
TGFB1I1	na	2.503541272	4.500383244	2.691541507	3.069652159	3.434848495	2.008205883	5.865323048	6.745400423	4.858112856	4.483584266	6.332475691	5.270844724
TGFB2	na	5.762275541	5.030897961	2.691541507	4.65461466	5.831738647	5.178130885	4.781258783	4.893922947	5.790998661	4.931043243	4.684777435	4.81627886
TGFB3	na	4.554167345	4.500383244	1.954575913	3.069652159	2.6978829	2.008205883	3.307327595	5.553582815	3.514158455	3.83150757	3.585241762	3.520822977
TGFBI	na	5.762275541	6.756722997	6.908772223	3.069652159	4.813360118	3.593168384	6.287149713	7.468393074	6.289452168	7.090241838	5.635867835	6.169915815
TGFBR1	na	7.632824289	6.284654553	5.414007531	3.069652159	6.322373765	2.008205883	6.366221284	6.347640915	5.879807927	6.068546767	6.708624177	5.789311813
TGFBR2	na	6.266041959	5.722775665	2.691541507	3.069652159	5.019810995	2.008205883	4.781258783	5.579814357	5.099120956	5.272080161	4.684777435	4.309318871
TGFBR3	na	5.886010909	6.374852362	5.414007531	3.069652159	4.657240916	3.593168384	6.766759213	7.038063923	6.080505278	6.309554866	5.421743029	4.81627886
TGFBRAP1	na	3.783649191	2.915420743	5.227594407	3.069652159	3.61542074	2.008205883	2.459330688	3.914681507	4.20603616	4.483584266	3.947811841	3.520822977
TGIF1	na	2.018114445	1.330458243	2.691541507	3.069652159	-0.472042101	3.593168384	0.137402593	2.244830109	-0.186281263	1.024152648	0.77788684	0.061391358
TGIF2	na	-0.30381365	2.915420743	1.954575913	3.069652159	1.1129204	2.008205883	3.596834212	1.955323492	1.398681238	1.024152648	0.77788684	3.520822977
TGIF2LX	na	3.155617969	1.330458243	0.369613412	3.069652159	-0.472042101	6.652062073	0.137402593	1.107326585	-0.186281263	1.024152648	0.77788684	0.061391358
TGIF2LY	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TGM1	na	-0.30381365	3.652386338	3.176968334	3.069652159	-0.472042101	2.008205883	5.865323048	1.955323492	3.901181578	3.346080743	2.36284934	3.968281954
TGM2	na	4.650382661	6.822311339	5.414007531	3.069652159	5.937348835	2.008205883	7.450285549	7.224190343	6.993627827	7.364002651	6.450312181	6.365172106
TGM3	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	3.593168384	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TGM4	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TGM5	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	1.107326585	3.514158455	1.024152648	0.77788684	0.061391358
TGM6	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TGM7	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	3.593168384	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	2.383319453
TGOLN2	na	-0.30381365	2.915420743	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	0.370360991	2.135646832	1.024152648	0.77788684	0.061391358
TGS1	na	5.999967098	4.137813165	5.013469602	3.069652159	5.867807902	2.008205883	2.944757515	4.762678414	5.368307589	3.346080743	4.684777435	5.553244454
TH	na	-0.30381365	1.330458243	2.691541507	3.069652159	1.1129204	6.531767839	0.137402593	0.370360991	-0.186281263	1.024152648	4.865349681	1.646353859
TH1L	na	4.905639716	6.374852362	5.498896429	3.069652159	4.885509904	5.708645601	6.546793529	5.65576321	6.824945992	5.77904015	6.269739936	7.20094271
THADA	na	3.603076946	5.417921084	4.457076253	3.069652159	4.051519855	2.008205883	5.26668561	5.089179239	4.671699732	2.609115148	2.36284934	4.148854199
THAP1	na	7.044914504	5.578385756	5.227594407	3.069652159	5.937348835	2.008205883	5.752112437	4.566758204	4.457574927	3.83150757	5.73208315	3.968281954
THAP10	na	2.866111352	2.915420743	4.07005313	3.069652159	2.335312821	4.330133978	4.224865435	2.244830109	2.135646832	4.724592366	0.77788684	1.646353859
THAP11	na	3.155617969	5.237348838	1.954575913	4.65461466	1.1129204	5.467637502	4.224865435	5.355254099	4.457574927	1.024152648	4.865349681	4.81627886
THAP2	na	5.188039447	6.374852362	3.176968334	3.069652159	4.171814089	2.008205883	4.529720016	3.308960447	3.720609333	2.609115148	4.237318458	3.231316359
THAP3	na	2.503541272	2.915420743	3.829045031	3.069652159	1.849885994	4.330133978	3.837842311	3.540285993	2.135646832	1.024152648	3.099814934	2.383319453
THAP4	na	1.281148851	1.330458243	4.893175368	3.069652159	5.082546751	2.008205883	0.137402593	3.540285993	3.273150356	3.83150757	2.36284934	3.231316359
THAP5	na	3.155617969	3.652386338	1.954575913	3.069652159	4.051519855	2.008205883	1.722365094	0.370360991	-0.186281263	2.609115148	3.585241762	1.646353859
THAP6	na	6.171919781	2.915420743	4.276504008	3.069652159	6.06711671	2.008205883	5.563667348	3.42925468	4.20603616	2.609115148	4.684777435	3.520822977
THAP7	na	3.155617969	4.500383244	4.893175368	3.069652159	2.987389518	4.815560805	4.660964549	4.762678414	4.457574927	4.483584266	4.684777435	5.190674375
THAP8	na	-0.30381365	1.330458243	1.954575913	4.65461466	1.1129204	2.008205883	2.944757515	1.107326585	3.514158455	1.024152648	0.77788684	0.061391358
THAP9	na	3.155617969	1.330458243	3.829045031	3.069652159	4.171814089	2.008205883	4.529720016	3.177715913	2.621073659	4.724592366	3.585241762	4.148854199
THBD	na	5.925005041	5.974314432	3.176968334	3.069652159	4.885509904	4.330133978	5.691991445	5.355254099	2.983643738	8.40785694	5.025814353	4.453708781
THBS1	na	6.915354871	7.396547433	3.539538414	3.069652159	6.687829236	3.593168384	6.645197234	9.539450858	5.922243194	6.805512361	8.370343877	8.378803972
THBS2	na	5.310896194	5.722775665	0.369613412	3.069652159	1.1129204	2.008205883	4.529720016	5.385311333	3.720609333	6.233606013	0.77788684	4.309318871
THBS3	na	2.503541272	4.500383244	0.369613412	3.069652159	-0.472042101	2.008205883	3.307327595	2.692289086	1.398681238	4.194077649	0.77788684	4.453708781
THBS4	na	2.503541272	2.915420743	3.539538414	3.069652159	-0.472042101	2.008205883	3.307327595	2.692289086	-0.186281263	1.024152648	0.77788684	0.061391358
THEG	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
THEG5	na	1.281148851	1.330458243	0.369613412	3.069652159	1.1129204	4.815560805	0.137402593	1.955323492	-0.186281263	1.024152648	0.77788684	0.061391358
THEM4	na	5.762275541	4.137813165	3.829045031	3.069652159	3.920275322	8.516000523	3.596834212	4.762678414	2.621073659	2.609115148	5.987340205	4.584953314
THEM5	na	2.018114445	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	0.061391358
THEMIS	na	-0.30381365	1.330458243	1.954575913	3.069652159	2.6978829	2.008205883	1.722365094	-1.214601509	1.398681238	3.346080743	0.77788684	0.061391358
THG1L	na	3.944113864	3.652386338	4.276504008	3.069652159	3.228397617	2.008205883	1.722365094	3.994851856	4.943001754	4.194077649	5.170204262	3.761831076
THNSL1	na	3.155617969	4.137813165	5.414007531	3.069652159	3.434848495	2.008205883	2.459330688	1.107326585	2.621073659	1.024152648	0.77788684	0.061391358
THOC1	na	5.368611692	5.237348838	4.761930835	3.069652159	6.00369133	2.008205883	5.26668561	5.65576321	4.767915047	4.483584266	5.301448796	6.211138478
THOC2	na	7.31823817	6.45974126	6.877408052	3.069652159	7.34173909	4.330133978	7.007767313	5.499644008	5.963465857	7.173899767	6.204151594	5.418943363
THOC3	na	5.529076364	6.284654553	5.323809722	5.391580254	4.572352018	5.708645601	6.327227152	3.994851856	5.595078451	4.483584266	3.585241762	4.919372353
THOC5	na	3.603076946	5.237348838	3.829045031	3.069652159	3.434848495	4.330133978	3.596834212	5.324557302	4.457574927	3.83150757	7.95779593	4.705247548
THOC6	na	3.603076946	1.330458243	5.124500914	5.391580254	2.335312821	5.915096479	6.159770406	3.540285993	3.720609333	2.609115148	5.025814353	3.231316359
THOC7	na	6.93459109	5.854020199	5.984323256	3.069652159	6.539185154	3.593168384	5.970292608	6.004567011	5.368307589	6.233606013	5.822280959	5.418943363
THOP1	na	3.155617969	2.915420743	3.176968334	3.069652159	2.6978829	2.008205883	4.660964549	5.65576321	3.273150356	1.024152648	3.585241762	5.190674375
THPO	na	-0.30381365	4.137813165	1.954575913	3.069652159	-0.472042101	6.400523306	1.722365094	3.540285993	-0.186281263	1.024152648	3.585241762	3.231316359
THRA	na	2.866111352	2.915420743	2.691541507	3.069652159	2.987389518	2.008205883	4.660964549	5.160437922	2.135646832	6.805512361	0.77788684	4.584953314
THRAP3	na	5.188039447	6.945168087	5.323809722	4.65461466	6.242203417	2.008205883	6.645197234	6.478885448	6.779503022	6.638862492	5.532774342	6.855807224
THRB	na	-0.30381365	4.500383244	1.954575913	3.069652159	2.335312821	2.008205883	2.944757515	3.308960447	2.135646832	2.609115148	2.36284934	3.231316359
THRSP	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
THSD1	na	2.018114445	2.915420743	1.954575913	3.069652159	2.335312821	2.008205883	1.722365094	1.955323492	3.273150356	4.194077649	2.36284934	0.061391358
THSD4	na	5.368611692	4.137813165	4.276504008	3.069652159	3.775885412	4.815560805	5.563667348	6.520108111	5.744456075	4.931043243	3.585241762	5.676101202
THSD7A	na	3.396626068	2.915420743	3.176968334	3.069652159	2.987389518	2.008205883	2.459330688	3.643379486	4.457574927	3.83150757	3.099814934	2.86874628
THSD7B	na	2.018114445	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
THTPA	na	3.155617969	4.137813165	2.691541507	3.069652159	2.335312821	4.330133978	2.944757515	4.807766304	4.337280693	2.609115148	0.77788684	1.646353859
THUMPD1	na	1.281148851	2.915420743	0.369613412	3.069652159	1.849885994	2.008205883	0.137402593	2.244830109	4.06164625	1.024152648	0.77788684	1.646353859
THUMPD2	na	4.825469367	2.915420743	3.176968334	3.069652159	5.505237822	3.593168384	5.091598904	3.739594801	4.858112856	2.609115148	4.237318458	4.148854199
THUMPD3	na	3.155617969	3.652386338	4.761930835	3.069652159	4.572352018	2.008205883	4.781258783	5.704261728	5.023172103	2.609115148	3.099814934	1.646353859
THY1	na	7.389673308	7.307738166	5.124500914	3.069652159	7.761577576	2.008205883	7.555255108	8.441823354	6.188758168	8.28154049	7.95779593	7.318779201
THYN1	na	5.673466274	3.652386338	5.227594407	4.65461466	7.150009718	3.593168384	4.044293189	6.756942044	3.720609333	6.233606013	6.063289058	5.418943363
TIA1	na	6.171919781	5.237348838	6.908772223	3.069652159	7.074852359	3.593168384	6.982892644	6.436450182	6.413631579	5.41647007	5.301448796	5.789311813
TIAF1	na	4.650382661	4.789889861	3.829045031	3.069652159	4.171814089	8.483939314	7.951183785	5.125248493	3.720609333	3.83150757	4.865349681	4.309318871
TIAL1	na	6.171919781	4.500383244	5.579066778	3.069652159	6.747126419	2.008205883	6.707258202	5.471899018	5.696361786	6.153435665	5.822280959	5.418943363
TIAM1	na	2.018114445	2.915420743	1.954575913	3.069652159	2.6978829	2.008205883	0.137402593	2.244830109	2.983643738	2.609115148	0.77788684	2.86874628
TIAM2	na	4.554167345	1.330458243	1.954575913	3.069652159	2.335312821	2.008205883	2.459330688	5.443609973	-0.186281263	3.83150757	4.478326558	3.761831076
TIE1	na	1.281148851	4.500383244	4.617540926	3.069652159	1.849885994	4.815560805	3.596834212	5.443609973	4.767915047	4.483584266	3.585241762	2.383319453
TIFA	na	6.235345161	5.722775665	5.013469602	4.65461466	6.157314519	2.008205883	4.781258783	5.160437922	5.305571833	6.068546767	5.635867835	6.328177899
TIFAB	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	0.061391358
TIGD1	na	6.266041959	4.500383244	3.539538414	4.65461466	4.385938894	6.652062073	3.307327595	4.142950495	2.135646832	3.346080743	5.170204262	5.894281372
TIGD2	na	4.650382661	5.417921084	4.276504008	3.069652159	6.747126419	5.467637502	4.660964549	3.540285993	4.20603616	2.609115148	3.947811841	4.705247548
TIGD3	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TIGD5	na	3.155617969	3.652386338	3.829045031	3.069652159	3.775885412	9.019433139	4.044293189	3.308960447	2.621073659	2.609115148	5.532774342	3.761831076
TIGD6	na	-0.30381365	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	1.592753413	1.398681238	1.024152648	0.77788684	0.061391358
TIGD7	na	2.503541272	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	1.592753413	1.398681238	2.609115148	0.77788684	0.061391358
TIGIT	na	-0.30381365	4.137813165	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	3.308960447	1.398681238	2.609115148	0.77788684	1.646353859
TIMD4	na	-0.30381365	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TIMELESS	na	2.866111352	3.652386338	4.761930835	3.069652159	1.849885994	5.467637502	2.944757515	4.566758204	4.337280693	3.346080743	3.099814934	0.061391358
TIMM10	na	5.368611692	4.500383244	6.150973126	3.069652159	5.717782458	2.008205883	5.091598904	4.893922947	5.023172103	4.931043243	5.170204262	5.944034407
TIMM13	na	3.783649191	3.652386338	4.617540926	3.069652159	2.987389518	2.008205883	3.596834212	4.807766304	5.171270742	3.83150757	2.36284934	3.968281954
TIMM17A	na	6.071225782	6.284654553	6.30035075	3.069652159	6.097813507	4.330133978	6.404189134	6.53359134	5.171270742	5.41647007	5.532774342	6.083759171
TIMM17B	na	4.451073852	2.915420743	5.227594407	3.069652159	4.282845401	2.008205883	4.224865435	4.566758204	4.767915047	4.483584266	4.237318458	5.418943363
TIMM21	na	6.794218433	5.722775665	5.655015631	3.069652159	7.416701148	2.008205883	5.62925569	5.818821492	6.824945992	6.233606013	7.317045651	5.105785477
TIMM22	na	2.866111352	5.030897961	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	3.914681507	4.337280693	4.931043243	3.099814934	4.453708781
TIMM23	na	5.424106805	2.915420743	6.559437971	3.069652159	5.505237822	2.008205883	4.224865435	4.277251587	5.239983492	3.83150757	5.301448796	4.309318871
TIMM44	na	6.815127423	2.915420743	5.727165417	3.069652159	5.79474444	2.008205883	4.385330107	5.052185031	3.720609333	5.272080161	5.301448796	4.584953314
TIMM50	na	4.088503773	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	1.722365094	2.872861332	1.398681238	1.024152648	3.585241762	2.383319453
TIMM8A	na	4.34004254	3.652386338	4.457076253	3.069652159	5.142667743	2.008205883	2.944757515	3.540285993	3.273150356	4.194077649	4.478326558	2.86874628
TIMM8B	na	6.490602217	4.789889861	4.617540926	3.069652159	6.06711671	2.008205883	4.892290096	4.277251587	3.720609333	1.024152648	5.987340205	3.520822977
TIMM9	na	6.354397833	6.539911608	5.727165417	3.069652159	6.37344795	2.008205883	6.114682517	5.65576321	5.368307589	4.194077649	6.269739936	5.553244454
TIMMDC1	na	3.603076946	4.789889861	5.924202264	3.069652159	3.228397617	2.008205883	4.044293189	3.177715913	4.568606239	3.346080743	2.36284934	3.761831076
TIMP1	na	7.97695712	8.272972748	7.664234161	3.069652159	5.937348835	3.593168384	7.521106886	7.827057642	8.317544475	8.675204339	7.347742448	8.236317041
TIMP2	na	8.075564717	6.085345745	5.655015631	3.069652159	5.970901395	4.815560805	7.872112214	8.021412682	7.231571252	7.765619634	6.708624177	6.6613042
TIMP3	na	7.679179925	7.806191674	6.097533867	3.069652159	6.858874777	5.178130885	9.274393705	8.672619106	8.551810997	8.555534108	6.927633959	7.479243873
TIMP4	na	1.281148851	1.330458243	2.691541507	3.069652159	1.849885994	2.008205883	2.459330688	2.692289086	2.983643738	1.024152648	0.77788684	3.231316359
TINAG	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TINAGL1	na	4.74058047	7.058378697	5.414007531	3.069652159	5.756776589	2.008205883	6.737315436	7.906932008	7.052123476	7.132677104	7.317045651	7.937908305
TINF2	na	4.554167345	4.789889861	4.893175368	4.65461466	2.987389518	3.593168384	4.529720016	4.566758204	5.023172103	4.483584266	3.947811841	4.148854199
TIPARP	na	6.266041959	5.417921084	5.727165417	3.069652159	6.583240334	2.008205883	6.203491784	6.980155345	5.696361786	5.41647007	6.559246553	5.789311813
TIPIN	na	3.944113864	3.652386338	3.539538414	3.069652159	4.282845401	2.008205883	4.781258783	3.033326004	4.457574927	3.346080743	3.947811841	3.968281954
TIPRL	na	6.139129846	5.722775665	5.227594407	3.069652159	6.667509251	4.330133978	6.020045643	5.194789427	5.099120956	5.978348958	5.301448796	3.761831076
TIRAP	na	-0.30381365	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	1.722365094	3.033326004	-0.186281263	3.346080743	0.77788684	0.061391358
TJAP1	na	4.088503773	4.789889861	4.276504008	3.069652159	4.051519855	4.815560805	5.422804812	6.061522896	4.568606239	5.547714604	4.478326558	4.705247548
TJP1	na	5.804710807	4.137813165	3.539538414	4.65461466	6.822578648	3.593168384	5.918762307	5.751182775	6.802403424	6.381704652	6.755166763	5.487656113
TJP2	na	5.925005041	4.789889861	5.013469602	3.069652159	4.572352018	2.008205883	4.385330107	3.739594801	5.646608751	5.882133643	3.947811841	4.584953314
TK1	na	-0.30381365	2.915420743	4.07005313	3.069652159	1.1129204	2.008205883	1.722365094	1.955323492	3.514158455	1.024152648	0.77788684	0.061391358
TK2	na	6.139129846	5.030897961	4.07005313	3.069652159	6.242203417	5.467637502	5.181796713	6.756942044	5.171270742	5.547714604	7.40724346	5.553244454
TKT	na	1.281148851	2.915420743	4.457076253	3.069652159	2.6978829	2.008205883	3.596834212	3.643379486	6.188758168	4.194077649	3.585241762	4.81627886
TKTL1	na	-0.30381365	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	1.722365094	0.370360991	-0.186281263	1.024152648	0.77788684	2.383319453
TKTL2	na	4.825469367	2.915420743	0.369613412	3.069652159	-0.472042101	5.178130885	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	2.383319453
TLCD1	na	-0.30381365	2.915420743	3.539538414	3.069652159	1.1129204	3.593168384	0.137402593	-1.214601509	1.398681238	1.024152648	0.77788684	0.061391358
TLCD2	na	1.281148851	1.330458243	3.829045031	3.069652159	-0.472042101	2.008205883	2.459330688	3.177715913	1.398681238	3.346080743	0.77788684	3.761831076
TLE1	na	2.866111352	4.137813165	4.07005313	3.069652159	2.987389518	2.008205883	4.660964549	4.975223049	5.171270742	3.83150757	3.099814934	6.127480548
TLE2	na	4.088503773	2.915420743	2.691541507	4.65461466	3.434848495	3.593168384	4.044293189	5.553582815	4.858112856	2.609115148	5.532774342	4.148854199
TLE3	na	3.396626068	4.789889861	4.07005313	3.069652159	2.987389518	2.008205883	2.459330688	5.553582815	4.568606239	4.483584266	4.865349681	4.584953314
TLE4	na	3.396626068	5.237348838	4.617540926	3.069652159	-0.472042101	2.008205883	3.307327595	6.080019239	4.20603616	5.41647007	0.77788684	4.148854199
TLE6	na	2.018114445	2.915420743	0.369613412	3.069652159	-0.472042101	2.008205883	3.307327595	2.485838209	-0.186281263	3.346080743	0.77788684	2.86874628
TLK1	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TLK2	na	7.535390138	7.739849179	7.264431175	3.069652159	8.146343401	4.330133978	7.729859631	8.357151134	7.281324287	8.372880802	7.187277776	7.712443049
TLL1	na	5.529076364	5.030897961	1.954575913	3.069652159	3.775885412	2.008205883	4.781258783	3.82979261	4.457574927	5.77904015	0.77788684	5.418943363
TLL2	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TLN1	na	4.554167345	5.030897961	3.539538414	3.069652159	2.6978829	2.008205883	6.020045643	6.269214268	6.003543296	6.068546767	3.947811841	5.7338167
TLN2	na	1.281148851	1.330458243	1.954575913	3.069652159	2.6978829	2.008205883	4.224865435	4.566758204	2.135646832	2.609115148	2.36284934	4.705247548
TLR1	na	3.396626068	2.915420743	5.124500914	3.069652159	3.775885412	2.008205883	3.596834212	1.107326585	3.514158455	3.346080743	3.947811841	0.061391358
TLR10	na	2.018114445	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	4.478326558	0.061391358
TLR2	na	2.503541272	1.330458243	4.457076253	3.069652159	5.937348835	2.008205883	4.660964549	1.592753413	3.514158455	1.024152648	5.532774342	4.453708781
TLR3	na	3.944113864	4.500383244	3.539538414	3.069652159	4.572352018	2.008205883	0.137402593	1.107326585	4.457574927	4.724592366	2.36284934	1.646353859
TLR4	na	6.490602217	3.652386338	4.761930835	3.069652159	5.200383241	2.008205883	5.752112437	4.566758204	5.646608751	7.001432571	3.947811841	4.919372353
TLR5	na	3.603076946	2.915420743	4.761930835	3.069652159	4.051519855	2.008205883	1.722365094	3.42925468	3.514158455	3.83150757	3.947811841	1.646353859
TLR6	na	-0.30381365	1.330458243	0.369613412	3.069652159	1.849885994	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TLR7	na	1.281148851	1.330458243	0.369613412	3.069652159	2.987389518	2.008205883	1.722365094	0.370360991	-0.186281263	1.024152648	3.947811841	3.231316359
TLR8	na	2.503541272	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	1.722365094	-1.214601509	-0.186281263	1.024152648	3.099814934	0.061391358
TLR9	na	1.281148851	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	2.459330688	-1.214601509	2.135646832	1.024152648	3.099814934	0.061391358
TLX1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TLX1NB	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TLX2	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TLX3	na	-0.30381365	2.915420743	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TM2D1	na	7.809928516	7.438982699	8.157515971	3.069652159	8.437850983	2.008205883	7.29727393	6.756942044	5.879807927	7.001432571	8.072507588	6.956209121
TM2D2	na	5.368611692	1.330458243	5.124500914	3.069652159	3.775885412	2.008205883	3.596834212	3.82979261	4.20603616	2.609115148	0.77788684	2.383319453
TM2D3	na	-0.30381365	1.330458243	3.176968334	3.069652159	1.1129204	2.008205883	1.722365094	-1.214601509	1.398681238	1.024152648	0.77788684	0.061391358
